cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Plasma cell,GO:0051251,positive regulation of lymphocyte activation,23/300,367/28891,7.754358169034984e-12,2.477869905832543e-9,1.9560275725910263e-9,Lck/Il7r/Rhoa/Xbp1/Tfrc/Cd5/Zap70/Lef1/Actb/Coro1a/Sash3/Lamp1/Thy1/H2-DMa/Smarce1/Selenok/H2-Eb1/B2m/Lgals1/H2-Ab1/Il4i1/Il4i1b/Pnp,23
Plasma cell,GO:0070972,protein localization to endoplasmic reticulum,12/300,78/28891,2.974654671506527e-11,8.713259308621202e-9,6.878236591308074e-9,Srp19/Spcs1/Srp9/Hspa5/Ssr3/Sec61a1/Edem1/Spcs2/Tram2/Sec61b/Spcs3/Kdelr2,12
Plasma cell,GO:0002696,positive regulation of leukocyte activation,24/300,432/28891,3.334953965715744e-11,9.017202453454493e-9,7.1181689503050226e-9,Lck/Il7r/Rhoa/Xbp1/Tfrc/Cd5/Zap70/Lef1/Actb/Coro1a/Sash3/Lamp1/Thy1/H2-DMa/Smarce1/Selenok/H2-Eb1/B2m/Lgals1/Jund/H2-Ab1/Il4i1/Il4i1b/Pnp,24
Plasma cell,GO:0030217,T cell differentiation,21/300,339/28891,8.02398365710248e-11,2.0145930396225156e-8,1.5903173624151986e-8,Lck/Cd3g/Il7r/Psap/Rhoa/Xbp1/Irf4/Lipa/Zap70/Lef1/Rpl22/Actb/Sash3/Eomes/H2-DMa/Smarce1/Cd8a/B2m/Il4i1/Il4i1b/Pnp,21
Plasma cell,GO:0050867,positive regulation of cell activation,24/300,454/28891,9.248518060732684e-11,2.1672360655650256e-8,1.7108135865327268e-8,Lck/Il7r/Rhoa/Xbp1/Tfrc/Cd5/Zap70/Lef1/Actb/Coro1a/Sash3/Lamp1/Thy1/H2-DMa/Smarce1/Selenok/H2-Eb1/B2m/Lgals1/Jund/H2-Ab1/Il4i1/Il4i1b/Pnp,24
Plasma cell,GO:0045582,positive regulation of T cell differentiation,13/300,125/28891,6.820755249261964e-10,1.4984346688222377e-7,1.1828625550693776e-7,Lck/Il7r/Rhoa/Xbp1/Zap70/Lef1/Actb/Sash3/H2-DMa/Smarce1/Il4i1/Il4i1b/Pnp,13
Plasma cell,GO:0140236,translation at presynapse,9/300,47/28891,1.2005533675837499e-9,2.482320639445224e-7,1.959540976440102e-7,Rpl10/Rpl22/Rpl37/Rpl37a/Rpl38/Rpl36/Rps28/Uba52/Rps27,9
Plasma cell,GO:0140241,translation at synapse,9/300,48/28891,1.4642377232009457e-9,2.7088397879217494e-7,2.138354924297891e-7,Rpl10/Rpl22/Rpl37/Rpl37a/Rpl38/Rpl36/Rps28/Uba52/Rps27,9
Plasma cell,GO:0140242,translation at postsynapse,9/300,48/28891,1.4642377232009457e-9,2.7088397879217494e-7,2.138354924297891e-7,Rpl10/Rpl22/Rpl37/Rpl37a/Rpl38/Rpl36/Rps28/Uba52/Rps27,9
Plasma cell,GO:0035966,response to topologically incorrect protein,13/300,135/28891,1.7767633702381477e-9,3.1226616231935443e-7,2.4650253915514514e-7,Derl3/Xbp1/Pdia6/Dnajc3/Sdf2l1/Hspa5/Serp1/Vcp/Edem1/Manf/Edem2/Bhlha15/Selenos,13
Plasma cell,GO:0045621,positive regulation of lymphocyte differentiation,13/300,141/28891,3.0367456309671384e-9,5.082933758499758e-7,4.012461896355578e-7,Lck/Il7r/Rhoa/Xbp1/Zap70/Lef1/Actb/Sash3/H2-DMa/Smarce1/Il4i1/Il4i1b/Pnp,13
Plasma cell,GO:0070661,leukocyte proliferation,21/300,425/28891,4.735947674677839e-9,7.566752762042094e-7,5.973185679641525e-7,Il7r/Cnn2/Bcl2l1/Tfrc/St6gal1/Mzb1/Lipa/Zap70/Cr2/Lef1/Laptm5/Coro1a/Cd19/Sash3/Lyn/Selenok/Lgals3/Slfn2/Il4i1/Il4i1b/Pnp,21
Plasma cell,GO:0006465,signal peptide processing,6/300,15/28891,5.517019530602595e-9,8.356043801907018e-7,6.596251092858246e-7,H13/Spcs1/Sec11c/Sppl3/Spcs2/Spcs3,6
Plasma cell,GO:0032943,mononuclear cell proliferation,20/300,389/28891,5.705406863322004e-9,8.356043801907018e-7,6.596251092858246e-7,Il7r/Bcl2l1/Tfrc/St6gal1/Mzb1/Lipa/Zap70/Cr2/Lef1/Laptm5/Coro1a/Cd19/Sash3/Lyn/Selenok/Lgals3/Slfn2/Il4i1/Il4i1b/Pnp,20
Plasma cell,GO:0030970,"retrograde protein transport, ER to cytosol",7/300,26/28891,6.742243826401859e-9,9.11499501915482e-7,7.19536628599e-7,Derl3/H13/Vcp/Edem1/Edem2/Sec61b/Selenos,7
Plasma cell,GO:1903513,endoplasmic reticulum to cytosol transport,7/300,26/28891,6.742243826401859e-9,9.11499501915482e-7,7.19536628599e-7,Derl3/H13/Vcp/Edem1/Edem2/Sec61b/Selenos,7
Plasma cell,GO:0048193,Golgi vesicle transport,17/300,281/28891,7.510054445015943e-9,9.776978286752237e-7,7.71793509437116e-7,Stx5a/Tmed10/Bet1l/Sec23b/Vcp/Laptm5/Cln3/Lamp1/Bet1/Cog7/Sec24d/Lman1/Preb/Arfgap3/Cope/Tmed9/Kdelr2,17
Plasma cell,GO:0032527,protein exit from endoplasmic reticulum,8/300,42/28891,1.0697921964046359e-8,1.3429712751293913e-6,1.0601399359859476e-6,Derl3/H13/Vcp/Edem1/Edem2/Preb/Sec61b/Selenos,8
Plasma cell,GO:0072594,establishment of protein localization to organelle,21/300,452/28891,1.3843887518978255e-8,1.6779746423865024e-6,1.3245911978231101e-6,Srp19/Macroh2a1/Tomm34/Xbp1/Spcs1/Srp9/Hspa5/Dnajc19/Ssr3/Dnaja1/Laptm5/Sec61a1/Edem1/Lamp1/Phip/Spcs2/Tram2/Neurl3/Sec61b/Spcs3/Irgm2,21
Plasma cell,GO:0006605,protein targeting,17/300,303/28891,2.2865634541659207e-8,2.679090180464404e-6,2.1148706193618835e-6,Srp19/Tomm34/Ywhab/Spcs1/Srp9/Hspa5/Dnajc19/Ssr3/Laptm5/Sec61a1/Edem1/Spcs2/Nacad/Tram2/Sec61b/Spcs3/Irgm2,17
Plasma cell,GO:0006986,response to unfolded protein,11/300,112/28891,2.610306725951552e-8,2.9597510134579696e-6,2.336423948933206e-6,Derl3/Xbp1/Pdia6/Dnajc3/Hspa5/Serp1/Edem1/Manf/Edem2/Bhlha15/Selenos,11
Plasma cell,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,6/300,19/28891,2.8879189807815554e-8,3.1721985054522396e-6,2.50412974780927e-6,Srp19/Srp9/Ssr3/Sec61a1/Tram2/Sec61b,6
Plasma cell,GO:0006613,cotranslational protein targeting to membrane,6/300,20/28891,4.089678345915719e-8,4.356127086634471e-6,3.438721569324988e-6,Srp19/Srp9/Ssr3/Sec61a1/Tram2/Sec61b,6
Plasma cell,GO:0042113,B cell activation,17/300,320/28891,5.0617915676459636e-8,5.232999223610459e-6,4.130923397001474e-6,Il7r/Xbp1/Tfrc/Slc39a7/Mzb1/Cr2/Lef1/Laptm5/Cd19/Sash3/Pou2af1/Lyn/Blnk/Lgals1/H2-Ab1/Il4i1/Pnp,17
Plasma cell,GO:0002181,cytoplasmic translation,12/300,148/28891,5.238016493985383e-8,5.2604651361024635e-6,4.152604955833225e-6,Rpl22/Rps29/Rps21/Cpeb2/Rps19/Rpl21/Rpl37a/Rpl38/Rpl36/Rps28/Rpl39/Uba52,12
Plasma cell,GO:1902107,positive regulation of leukocyte differentiation,14/300,213/28891,5.785545501669292e-8,5.496268226585827e-6,4.338747636529233e-6,Lck/Il7r/Rhoa/Xbp1/Zap70/Gnas/Lef1/Actb/Sash3/H2-DMa/Smarce1/Il4i1/Il4i1b/Pnp,14
Plasma cell,GO:1903708,positive regulation of hemopoiesis,14/300,213/28891,5.785545501669292e-8,5.496268226585827e-6,4.338747636529233e-6,Lck/Il7r/Rhoa/Xbp1/Zap70/Gnas/Lef1/Actb/Sash3/H2-DMa/Smarce1/Il4i1/Il4i1b/Pnp,14
Plasma cell,GO:0050851,antigen receptor-mediated signaling pathway,13/300,184/28891,7.444484529692167e-8,6.790706730617595e-6,5.360575860420149e-6,Lck/Lipa/Zap70/Laptm5/Sppl3/Cd19/Lat/Thy1/Lyn/Lgals3/Cd8a/Skap1/Blnk,13
Plasma cell,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,11/300,124/28891,7.534496799262766e-8,6.790706730617595e-6,5.360575860420149e-6,Stx5a/Tmed10/Sec23b/Vcp/Bet1/Sec24d/Lman1/Preb/Cope/Tmed9/Kdelr2,11
Plasma cell,GO:0051235,maintenance of location,18/300,373/28891,8.712001421810913e-8,7.65567124941634e-6,6.0433778283930445e-6,Lck/Gm2a/Apoe/Ywhab/Lipa/Hexa/Cacna1s/Hspa5/Cxcl9/Coro1a/Cd19/Thy1/Lyn/Ikbke/Ftl1/Xcr1/Rnf213/Kdelr2,18
Plasma cell,GO:0045580,regulation of T cell differentiation,13/300,190/28891,1.0839659552210395e-7,9.29302520146818e-6,7.335903101316201e-6,Lck/Il7r/Rhoa/Xbp1/Zap70/Lef1/Actb/Sash3/H2-DMa/Smarce1/Il4i1/Il4i1b/Pnp,13
Plasma cell,GO:0046651,lymphocyte proliferation,18/300,383/28891,1.2922298568857674e-7,1.0814733207032076e-5,8.537137600879406e-6,Il7r/Tfrc/Mzb1/Lipa/Zap70/Cr2/Lef1/Laptm5/Coro1a/Cd19/Sash3/Lyn/Selenok/Lgals3/Slfn2/Il4i1/Il4i1b/Pnp,18
Plasma cell,GO:0035967,cellular response to topologically incorrect protein,10/300,104/28891,1.3853563651500897e-7,1.1324482845354803e-5,8.93953336238834e-6,Derl3/Xbp1/Pdia6/Dnajc3/Sdf2l1/Hspa5/Serp1/Vcp/Bhlha15/Selenos,10
Plasma cell,GO:0036503,ERAD pathway,10/300,109/28891,2.1619562039904083e-7,1.7271081947787014e-5,1.3633771659614155e-5,Derl3/H13/Hsp90b1/Sdf2l1/Hspa5/Vcp/Edem1/Edem2/Sec61b/Selenos,10
Plasma cell,GO:1902105,regulation of leukocyte differentiation,17/300,363/28891,3.049177460917942e-7,2.3817463944725705e-5,1.880147786427999e-5,Lck/Il7r/Rhoa/Xbp1/Nme2/Zap70/Gnas/Lef1/Actb/Tmem176b/Sash3/H2-DMa/Smarce1/Lyn/Il4i1/Il4i1b/Pnp,17
Plasma cell,GO:1903706,regulation of hemopoiesis,19/300,452/28891,3.216926217151682e-7,2.4581512289756874e-5,1.9404616724054542e-5,Lck/Il7r/Rhoa/Xbp1/Nme2/Zap70/Gnas/Lef1/Actb/Tmem176b/Sash3/H2-DMa/Smarce1/Lyn/Zfp36/B2m/Il4i1/Il4i1b/Pnp,19
Plasma cell,GO:0006487,protein N-linked glycosylation,8/300,65/28891,3.720105655559149e-7,2.7821641232532787e-5,2.196237067873218e-5,Derl3/Mgat1/St6gal1/Rpn2/Ddost/Rpn1/Ostc/Krtcap2,8
Plasma cell,GO:0051651,maintenance of location in cell,14/300,250/28891,4.13080293286748e-7,3.024952564381082e-5,2.3878939761049734e-5,Lck/Gm2a/Apoe/Hexa/Cacna1s/Hspa5/Cxcl9/Coro1a/Cd19/Thy1/Lyn/Ftl1/Xcr1/Kdelr2,14
Plasma cell,GO:0002366,leukocyte activation involved in immune response,16/300,333/28891,4.860292005736178e-7,3.4865155918699324e-5,2.7522512840216045e-5,Xbp1/Irf4/Lcp1/Tfrc/Dnase1l3/Lef1/Coro1a/Cd19/Lat/Lamp1/Pou2af1/Eomes/Lyn/Lgals3/Lgals1/Slfn2,16
Plasma cell,GO:0002263,cell activation involved in immune response,16/300,337/28891,5.694103082647403e-7,4.002954467101124e-5,3.15992752123338e-5,Xbp1/Irf4/Lcp1/Tfrc/Dnase1l3/Lef1/Coro1a/Cd19/Lat/Lamp1/Pou2af1/Eomes/Lyn/Lgals3/Lgals1/Slfn2,16
Plasma cell,GO:0030968,endoplasmic reticulum unfolded protein response,8/300,70/28891,6.652380255168995e-7,4.584924822925298e-5,3.619334231708044e-5,Derl3/Xbp1/Pdia6/Dnajc3/Hspa5/Serp1/Bhlha15/Selenos,8
Plasma cell,GO:0045619,regulation of lymphocyte differentiation,13/300,224/28891,7.183401764844021e-7,4.855703308351294e-5,3.8330864477993605e-5,Lck/Il7r/Rhoa/Xbp1/Zap70/Lef1/Actb/Sash3/H2-DMa/Smarce1/Il4i1/Il4i1b/Pnp,13
Plasma cell,GO:0002285,lymphocyte activation involved in immune response,13/300,227/28891,8.346331820285969e-7,5.5353502543972036e-5,4.36959894305339e-5,Xbp1/Irf4/Lcp1/Tfrc/Lef1/Coro1a/Cd19/Lamp1/Pou2af1/Eomes/Lgals3/Lgals1/Slfn2,13
Plasma cell,GO:0018279,protein N-linked glycosylation via asparagine,5/300,18/28891,8.955352994637443e-7,5.8292714400278914e-5,4.6016199793107807e-5,Derl3/Mgat1/St6gal1/Ddost/Rpn1,5
Plasma cell,GO:0070663,regulation of leukocyte proliferation,15/300,313/28891,1.1469735997575319e-6,7.330204005723135e-5,5.7864543712169465e-5,Cnn2/Bcl2l1/Tfrc/St6gal1/Mzb1/Zap70/Laptm5/Coro1a/Sash3/Lyn/Selenok/Lgals3/Il4i1/Il4i1b/Pnp,15
Plasma cell,GO:0048872,homeostasis of number of cells,17/300,401/28891,1.2071455764252133e-6,7.576994109168974e-5,5.9812701869489905e-5,Il7r/Sfxn1/Tspo2/Lipa/Cd7/Xiap/Rhd/Coro1a/Lat/Sash3/Ikbkb/Uba5/Rps19/Lyn/Zfp36/B2m/Tuba1a,17
Plasma cell,GO:0002429,immune response-activating cell surface receptor signaling pathway,14/300,284/28891,1.880846293898589e-6,1.1598552145707966e-4,9.155883343890455e-5,Lck/Clec4n/Lipa/Zap70/Laptm5/Sppl3/Cd19/Lat/Thy1/Lyn/Lgals3/Cd8a/Skap1/Blnk,14
Plasma cell,GO:0001906,cell killing,14/300,286/28891,2.0417194803626697e-6,1.214560161934329e-4,9.587723551273165e-5,Hmgn2/Il7r/Fcer2a/Bcl2l1/Dnase1l3/Cxcl9/Coro1a/Lamp1/Rps19/Lgals3/Gapdh/B2m/Irgm2/Pnp,14
Plasma cell,GO:0000028,ribosomal small subunit assembly,5/300,21/28891,2.0732179151083853e-6,1.214560161934329e-4,9.587723551273165e-5,Rps27l/Rps19/Rpl38/Rps28/Rps27,5
Plasma cell,GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,5/300,21/28891,2.0732179151083853e-6,1.214560161934329e-4,9.587723551273165e-5,Ctse/H2-DMa/H2-Eb1/B2m/H2-Ab1,5
Plasma cell,GO:0006457,protein folding,11/300,173/28891,2.1391179965015007e-6,1.2326229110988158e-4,9.730310679513297e-5,Fkbp11/Dnajb11/Hsp90b1/Dnajc3/Sdf2l1/Prdx4/Hspa5/Dnaja1/H2-DMa/Fkbp2/B2m,11
Plasma cell,GO:0032944,regulation of mononuclear cell proliferation,14/300,290/28891,2.4007817397198208e-6,1.3584687779050758e-4,1.0723736463450716e-4,Bcl2l1/Tfrc/St6gal1/Mzb1/Zap70/Laptm5/Coro1a/Sash3/Lyn/Selenok/Lgals3/Il4i1/Il4i1b/Pnp,14
Plasma cell,GO:0030433,ubiquitin-dependent ERAD pathway,8/300,83/28891,2.473456665317919e-6,1.3584687779050758e-4,1.0723736463450716e-4,Derl3/Hsp90b1/Hspa5/Vcp/Edem1/Edem2/Sec61b/Selenos,8
Plasma cell,GO:0034620,cellular response to unfolded protein,8/300,83/28891,2.473456665317919e-6,1.3584687779050758e-4,1.0723736463450716e-4,Derl3/Xbp1/Pdia6/Dnajc3/Hspa5/Serp1/Bhlha15/Selenos,8
Plasma cell,GO:0050852,T cell receptor signaling pathway,10/300,143/28891,2.656404624489306e-6,1.4221631289183405e-4,1.1226538916908727e-4,Lck/Lipa/Zap70/Laptm5/Sppl3/Lat/Thy1/Lgals3/Cd8a/Skap1,10
Plasma cell,GO:0002819,regulation of adaptive immune response,13/300,252/28891,2.670348976062887e-6,1.4221631289183405e-4,1.1226538916908727e-4,Il7r/Fcer2a/Tfrc/Clec4n/Cr2/Sash3/H2-DMa/Skap1/B2m/H2-Ab1/Il4i1/Il4i1b/Pnp,13
Plasma cell,GO:0002768,immune response-regulating cell surface receptor signaling pathway,14/300,294/28891,2.815138032098377e-6,1.473654946781798e-4,1.1633014718025963e-4,Lck/Clec4n/Lipa/Zap70/Laptm5/Sppl3/Cd19/Lat/Thy1/Lyn/Lgals3/Cd8a/Skap1/Blnk,14
Plasma cell,GO:0006959,humoral immune response,15/300,337/28891,2.8508829695920985e-6,1.473654946781798e-4,1.1633014718025963e-4,Hmgn2/Fcer2a/Slpi/Cr2/Cxcl9/Trf/C1qa/H2-DMa/Rps19/Lgals3/Gapdh/B2m/Jchain/Wfdc17/Rpl39,15
Plasma cell,GO:0030099,myeloid cell differentiation,18/300,480/28891,3.3145530773449626e-6,1.6885005894010934e-4,1.3329003679452816e-4,Nme2/Irf4/Sfxn1/Myh9/Tfrc/Tspo2/Lipa/Gnas/Lef1/Rhd/Trf/Uba5/Rps19/Lyn/Zfp36/Maf/Nbeal2/B2m,18
Plasma cell,GO:0002757,immune response-activating signaling pathway,17/300,440/28891,4.198506620292016e-6,2.1082501100466337e-4,1.6642501430210157e-4,Lck/Irf4/Slc15a2/Clec4n/Lipa/Zap70/Laptm5/Sppl3/Cd19/Lat/Thy1/Lyn/Lgals3/Cd8a/Skap1/Blnk/Irgm2,17
Plasma cell,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,18/300,491/28891,4.532341962799289e-6,2.243828450597113e-4,1.7712755246758976e-4,Il7r/Fcer2a/Irf4/Tfrc/Clec4n/Cr2/Lef1/Cd19/Sash3/C1qa/H2-DMa/Cd8a/B2m/Slfn2/H2-Ab1/Il4i1/Il4i1b/Pnp,18
Plasma cell,GO:0050854,regulation of antigen receptor-mediated signaling pathway,7/300,65/28891,5.047784563660165e-6,2.464300380731317e-4,1.9453158055275142e-4,Lck/Lipa/Laptm5/Cd19/Thy1/Lyn/Lgals3,7
Plasma cell,GO:0002495,antigen processing and presentation of peptide antigen via MHC class II,5/300,25/28891,5.231804324292012e-6,2.4757563707645684e-4,1.9543591505084685e-4,Ctse/H2-DMa/H2-Eb1/B2m/H2-Ab1,5
Plasma cell,GO:0002399,MHC class II protein complex assembly,4/300,12/28891,5.2825527114464475e-6,2.4757563707645684e-4,1.9543591505084685e-4,H2-DMa/H2-Eb1/B2m/H2-Ab1,4
Plasma cell,GO:0002503,peptide antigen assembly with MHC class II protein complex,4/300,12/28891,5.2825527114464475e-6,2.4757563707645684e-4,1.9543591505084685e-4,H2-DMa/H2-Eb1/B2m/H2-Ab1,4
Plasma cell,GO:0042255,ribosome assembly,7/300,66/28891,5.596898661699834e-6,2.5773933354548625e-4,2.0345912502085854e-4,Rpl10/Rps27l/Rps19/Ngrn/Rpl38/Rps28/Rps27,7
Plasma cell,GO:0002764,immune response-regulating signaling pathway,17/300,450/28891,5.646067904125872e-6,2.5773933354548625e-4,2.0345912502085854e-4,Lck/Irf4/Slc15a2/Clec4n/Lipa/Zap70/Laptm5/Sppl3/Cd19/Lat/Thy1/Lyn/Lgals3/Cd8a/Skap1/Blnk/Irgm2,17
Plasma cell,GO:0016050,vesicle organization,15/300,359/28891,6.123689023461317e-6,2.7595855022392987e-4,2.178413531153041e-4,Apoe/Stx5a/Sdc1/Tmed10/Ap2m1/Sec23b/a/Coro1a/Cln3/Bet1/Sec24d/Preb/Arfgap3/Nbeal2/Tmed9,15
Plasma cell,GO:0006612,protein targeting to membrane,9/300,126/28891,7.090630452859089e-6,3.1548817774429996e-4,2.4904599432027394e-4,Srp19/Srp9/Hspa5/Ssr3/Sec61a1/Nacad/Tram2/Sec61b/Irgm2,9
Plasma cell,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,12/300,236/28891,7.496706862075593e-6,3.284122423497271e-4,2.592482356319175e-4,Il7r/Fcer2a/Tfrc/Clec4n/Cr2/Sash3/H2-DMa/B2m/H2-Ab1/Il4i1/Il4i1b/Pnp,12
Plasma cell,GO:0048102,autophagic cell death,4/300,13/28891,7.567963479467395e-6,3.284122423497271e-4,2.592482356319175e-4,Acp2/Trp53inp1/Laptm5/Lamp1,4
Plasma cell,GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,5/300,27/28891,7.815495890747369e-6,3.3501790312167077e-4,2.644627364314514e-4,Ctse/H2-DMa/H2-Eb1/B2m/H2-Ab1,5
Plasma cell,GO:0048873,homeostasis of number of cells within a tissue,6/300,48/28891,1.0141767204659477e-5,4.294977316190128e-4,3.390450012870308e-4,Lipa/Cd7/Xiap/Coro1a/Sash3/Tuba1a,6
Plasma cell,GO:0002697,regulation of immune effector process,17/300,473/28891,1.0804007880927361e-5,4.520962821602342e-4,3.5688427035243767e-4,Il7r/Fcer2a/Xbp1/Tfrc/Mzb1/Dnase1l3/Cr2/Laptm5/Sash3/Lamp1/Rps19/Lyn/Lgals3/B2m/Il4i1/Il4i1b/Pnp,17
Plasma cell,GO:0046632,alpha-beta T cell differentiation,9/300,138/28891,1.4807282910062248e-5,6.123246991631624e-4,4.8336839320029835e-4,Psap/Rhoa/Irf4/Zap70/Lef1/Rpl22/Sash3/Eomes/Pnp,9
Plasma cell,GO:0006900,vesicle budding from membrane,7/300,77/28891,1.567986178864895e-5,6.408687696174542e-4,5.059010486521253e-4,Tmed10/Ap2m1/Sec23b/Sec24d/Preb/Arfgap3/Tmed9,7
Plasma cell,GO:0002449,lymphocyte mediated immunity,17/300,489/28891,1.6553522064974126e-5,6.688003454986672e-4,5.279502016124839e-4,Il7r/Fcer2a/Tfrc/Cr2/Coro1a/Cd19/Sash3/Lamp1/C1qa/H2-DMa/Cd8a/B2m/Slfn2/H2-Ab1/Il4i1/Il4i1b/Pnp,17
Plasma cell,GO:1901361,organic cyclic compound catabolic process,17/300,491/28891,1.7436875815141883e-5,6.964843010252695e-4,5.498038833578231e-4,Smg9/Apoe/Hnrnpa0/Wdr82/Mgat1/Cnot8/Dnase1l3/Rbm38/Vcp/Nt5m/Rnps1/Ikbke/Zfp36/Slfn2/Il4i1/Il4i1b/Pnp,17
Plasma cell,GO:0002396,MHC protein complex assembly,4/300,16/28891,1.8795519346453154e-5,7.340694500309205e-4,5.794735555233978e-4,H2-DMa/H2-Eb1/B2m/H2-Ab1,4
Plasma cell,GO:0002501,peptide antigen assembly with MHC protein complex,4/300,16/28891,1.8795519346453154e-5,7.340694500309205e-4,5.794735555233978e-4,H2-DMa/H2-Eb1/B2m/H2-Ab1,4
Plasma cell,GO:0044270,cellular nitrogen compound catabolic process,16/300,446/28891,2.006947916479666e-5,7.543930687946898e-4,5.955169961347016e-4,Smg9/Hnrnpa0/Wdr82/Mgat1/Cnot8/Dnase1l3/Rbm38/Vcp/Nt5m/Rnps1/Ikbke/Zfp36/Slfn2/Il4i1/Il4i1b/Pnp,16
Plasma cell,GO:0046700,heterocycle catabolic process,16/300,446/28891,2.006947916479666e-5,7.543930687946898e-4,5.955169961347016e-4,Smg9/Hnrnpa0/Wdr82/Mgat1/Cnot8/Dnase1l3/Rbm38/Vcp/Nt5m/Rnps1/Ikbke/Zfp36/Slfn2/Il4i1/Il4i1b/Pnp,16
Plasma cell,GO:0031640,killing of cells of another organism,8/300,110/28891,2.0174380787112613e-5,7.543930687946898e-4,5.955169961347016e-4,Hmgn2/Fcer2a/Bcl2l1/Cxcl9/Rps19/Lgals3/Gapdh/Irgm2,8
Plasma cell,GO:0141061,disruption of cell in another organism,8/300,110/28891,2.0174380787112613e-5,7.543930687946898e-4,5.955169961347016e-4,Hmgn2/Fcer2a/Bcl2l1/Cxcl9/Rps19/Lgals3/Gapdh/Irgm2,8
Plasma cell,GO:0019730,antimicrobial humoral response,11/300,221/28891,2.1905342493374605e-5,8.104976722548604e-4,6.398059037400052e-4,Hmgn2/Slpi/Cxcl9/Trf/Rps19/Lgals3/Gapdh/B2m/Jchain/Wfdc17/Rpl39,11
Plasma cell,GO:0030183,B cell differentiation,10/300,182/28891,2.228986411344558e-5,8.161340870704294e-4,6.442552829280982e-4,Xbp1/Slc39a7/Cr2/Laptm5/Cd19/Pou2af1/Lgals1/H2-Ab1/Il4i1/Pnp,10
Plasma cell,GO:0009100,glycoprotein metabolic process,14/300,354/28891,2.2987034269612374e-5,8.329837676050258e-4,6.575564008106155e-4,Plod3/Derl3/Mgat1/St6gal1/Hexa/Cst3/Rpn2/Ddost/Rpn1/Edem1/Cog7/Edem2/Ostc/Krtcap2,14
Plasma cell,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,8/300,113/28891,2.453073343193051e-5,8.777721469290562e-4,6.929122944688156e-4,Atp5mc1/Bcl2l1/Nme2/Lipa/Vcp/Eno1/Ndufb1/Pnp,8
Plasma cell,GO:0016485,protein processing,12/300,266/28891,2.472245876130201e-5,8.777721469290562e-4,6.929122944688156e-4,Ctse/H13/Hsp90b1/Spcs1/Myh9/Sec11c/Xiap/Sppl3/Cln3/Spcs2/Spcs3/Eno1,12
Plasma cell,GO:0050864,regulation of B cell activation,9/300,148/28891,2.586468676394705e-5,9.091437397527387e-4,7.176769927343625e-4,Xbp1/Tfrc/Mzb1/Laptm5/Cd19/Sash3/Lyn/Il4i1/Pnp,9
Plasma cell,GO:0009145,purine nucleoside triphosphate biosynthetic process,8/300,114/28891,2.6147323507966386e-5,9.09978634955464e-4,7.183360580197958e-4,Atp5mc1/Bcl2l1/Nme2/Lipa/Vcp/Eno1/Ndufb1/Pnp,8
Plasma cell,GO:0042098,T cell proliferation,12/300,270/28891,2.8614969242982038e-5,9.860942832262928e-4,7.784216607275609e-4,Tfrc/Lipa/Zap70/Laptm5/Coro1a/Sash3/Selenok/Lgals3/Slfn2/Il4i1/Il4i1b/Pnp,12
Plasma cell,GO:0009201,ribonucleoside triphosphate biosynthetic process,8/300,118/28891,3.3535066499937925e-5,0.0011444248422066193,9.03407616697357e-4,Atp5mc1/Bcl2l1/Nme2/Lipa/Vcp/Eno1/Ndufb1/Pnp,8
Plasma cell,GO:0019439,aromatic compound catabolic process,16/300,467/28891,3.4925655190785796e-5,0.0011804199807270391,0.00093182213646671435,Smg9/Hnrnpa0/Wdr82/Mgat1/Cnot8/Dnase1l3/Rbm38/Vcp/Nt5m/Rnps1/Ikbke/Zfp36/Slfn2/Il4i1/Il4i1b/Pnp,16
Plasma cell,GO:0071887,leukocyte apoptotic process,9/300,157/28891,4.1162453884343884e-5,0.0013779621466997022,0.0010877616886128371,Cd3g/Il7r/Bcl2l1/St6gal1/Lipa/Lyn/Lgals3/Selenos/Pnp,9
Plasma cell,GO:0097193,intrinsic apoptotic signaling pathway,13/300,327/28891,4.2592574194882615e-5,0.001412385832971815,0.0011149357058362521,Lck/Bcl2l1/Ubb/Xbp1/Eaf2/Dnaja1/Rps27l/Ikbke/Selenok/Sfn/Eno1/Selenos/Pnp,13
